"2024-02-29T12:39:13.615Z","SYS","Session logging started.",""
"2024-02-29T12:39:13.616Z","EVSE","Session Started: EVConnected",""
"2024-02-29T12:39:14.709Z","EVSE","Set PWM On (5.000000074505806%) took 90 ms",""
"2024-02-29T12:39:14.811Z","EVSE","EIM Authorization received",""
"2024-02-29T12:39:14.812Z","EVSE","Transaction Started (0 kWh)",""
"2024-02-29T12:39:14.816Z","EVSE","DC mode. We are in 5percent mode so we can continue without further action.",""
"2024-02-29T12:39:14.817Z","EVSE","Charger state: Wait for Auth->PrepareCharging",""
"2024-02-29T12:39:15.542Z","EVSE","SLAC MATCHED",""
"2024-02-29T12:39:15.554Z","EVSE","D-LINK_READY (true)",""
"2024-02-29T12:39:25.470Z","CAR","V2G SupportedAppProtocolReq",""
"2024-02-29T12:39:25.492Z","EVSE","V2G SupportedAppProtocolRes",""
"2024-02-29T12:39:25.505Z","CAR","V2G SessionSetupReq",""
"2024-02-29T12:39:25.598Z","EVSE","V2G SessionSetupRes",""
"2024-02-29T12:39:25.619Z","CAR","V2G ServiceDiscoveryReq",""
"2024-02-29T12:39:25.743Z","EVSE","V2G ServiceDiscoveryRes",""
"2024-02-29T12:39:25.748Z","CAR","V2G PaymentServiceSelectionReq",""
"2024-02-29T12:39:25.837Z","EVSE","V2G PaymentServiceSelectionRes",""
"2024-02-29T12:39:25.994Z","CAR","V2G AuthorizationReq",""
"2024-02-29T12:39:26.014Z","EVSE","V2G AuthorizationRes",""
"2024-02-29T12:39:26.483Z","CAR","V2G AuthorizationReq",""
"2024-02-29T12:39:26.615Z","EVSE","V2G AuthorizationRes",""
"2024-02-29T12:39:26.636Z","CAR","V2G ChargeParameterDiscoveryReq",""
"2024-02-29T12:39:26.722Z","EVSE","V2G ChargeParameterDiscoveryRes",""
"2024-02-29T12:39:27.379Z","EVSE","Start cable check...",""
"2024-02-29T12:39:27.380Z","CAR","DC HLC Close contactor (in CableCheck)",""
"2024-02-29T12:39:27.399Z","CAR","Event CarRequestedPower",""
"2024-02-29T12:39:27.403Z","CAR","V2G CableCheckReq",""
"2024-02-29T12:39:27.483Z","EVSE","V2G CableCheckRes",""
"2024-02-29T12:39:27.597Z","EVSE","Event PowerOn",""
"2024-02-29T12:39:27.681Z","CAR","V2G CableCheckReq",""
"2024-02-29T12:39:27.787Z","EVSE","V2G CableCheckRes",""
"2024-02-29T12:39:28.017Z","CAR","V2G CableCheckReq",""
"2024-02-29T12:39:28.152Z","EVSE","V2G CableCheckRes",""
"2024-02-29T12:39:28.181Z","EVSE","DC power supply set: 500V/2A, requested was 500V/2A.",""
"2024-02-29T12:39:28.307Z","EVSE","DC power supply: switch ON called",""
"2024-02-29T12:39:28.361Z","CAR","V2G CableCheckReq",""
"2024-02-29T12:39:28.466Z","EVSE","V2G CableCheckRes",""
"2024-02-29T12:39:28.704Z","CAR","V2G CableCheckReq",""
"2024-02-29T12:39:28.756Z","EVSE","V2G CableCheckRes",""
"2024-02-29T12:39:28.996Z","CAR","V2G CableCheckReq",""
"2024-02-29T12:39:29.109Z","EVSE","V2G CableCheckRes",""
"2024-02-29T12:39:29.348Z","CAR","V2G CableCheckReq",""
"2024-02-29T12:39:29.411Z","EVSE","V2G CableCheckRes",""
"2024-02-29T12:39:29.577Z","EVSE","Isolation measurement R_F 900000.",""
"2024-02-29T12:39:29.578Z","EVSE","DC power supply set: 500V/2A, requested was 500V/2A.",""
"2024-02-29T12:39:29.654Z","EVSE","Isolation measurement Ok R_F 900000.",""
"2024-02-29T12:39:29.655Z","CAR","V2G CableCheckReq",""
"2024-02-29T12:39:29.676Z","EVSE","Change HLC Limits: 4140W/25A, target_voltage 0, actual_voltage 495.60547, hack_bpt false",""
"2024-02-29T12:39:29.753Z","EVSE","V2G CableCheckRes",""
"2024-02-29T12:39:30.003Z","CAR","V2G CableCheckReq",""
"2024-02-29T12:39:30.065Z","EVSE","V2G CableCheckRes",""
"2024-02-29T12:39:30.097Z","EVSE","DC power supply set: 405V/2A, requested was 405V/2A.",""
"2024-02-29T12:39:30.226Z","CAR","V2G PreChargeReq",""
"2024-02-29T12:39:30.229Z","EVSE","V2G PreChargeRes",""
"2024-02-29T12:39:30.573Z","EVSE","Isolation measurement R_F 900000.",""
